Company(Maker-if known), Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
Hotel Chocolat (Coppeneur),Uganda,296.0,2008.0,80%,U.K.,2.5,Forastero,Uganda
Hotel Chocolat (Coppeneur),Tanzania,296.0,2008.0,75%,U.K.,2.75,,Tanzania
Hotel Chocolat (Coppeneur),Uba Budo,300.0,2008.0,72%,U.K.,3.0,Forastero,Sao Tome
Hummingbird,Lam Dong,1542.0,2015.0,70%,Canada,3.5,Trinitario,Vietnam
Hummingbird,Bolivia,1307.0,2014.0,70%,Canada,3.0,"Criollo, Trinitario",Bolivia
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311.0,2014.0,70%,Canada,3.0,"Criollo, Trinitario",Bolivia
Hummingbird,Momotombo,1311.0,2014.0,70%,Canada,3.0,Trinitario,Nicaragua
Hummingbird,Hispaniola,1311.0,2014.0,70%,Canada,3.75,Trinitario,Dominican Republic
Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387.0,2014.0,70%,Canada,3.5,,Dominican Republic
Hummingbird,"Ocumare, Cumboto",1097.0,2013.0,70%,Canada,3.25,"Trinitario, Criollo",Venezuela
Hummingbird,Amazonas,1097.0,2013.0,70%,Canada,3.75,Forastero,Venezuela
Idilio (Felchlin),"Chuao, Venezuela",1085.0,2013.0,72%,Switzerland,3.75,Trinitario,Venezuela
Idilio (Felchlin),Coopertiva Amazona,725.0,2011.0,72%,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725.0,2011.0,72%,Switzerland,3.75,,Venezuela
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729.0,2011.0,72%,Switzerland,3.25,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733.0,2011.0,72%,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Porcelana, Zulia",733.0,2011.0,74%,Switzerland,4.0,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737.0,2011.0,72%,Switzerland,3.5,Criollo,Venezuela
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737.0,2011.0,70%,Switzerland,4.0,Trinitario,Venezuela
Idilio (Felchlin),Coopertiva Amazona w/ nibs,737.0,2011.0,72%,Switzerland,4.0,Criollo,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737.0,2011.0,72%,Switzerland,4.0,,Venezuela
Indah,India (south),1788.0,2016.0,61%,India,2.5,,India
Indaphoria,La Red,821.0,2012.0,70%,U.S.A.,3.25,,Dominican Republic
Indaphoria,"Conacado, Manifesto",907.0,2012.0,70%,U.S.A.,2.75,,Dominican Republic
Indi,Honduras,1255.0,2014.0,77%,U.S.A.,3.0,,Honduras
iQ Chocolate,"Satipo region, white label",943.0,2012.0,72%,Scotland,2.75,Criollo,Peru
iQ Chocolate,black label,943.0,2012.0,72%,Scotland,3.0,,Peru
Isidro,Madagascar,1275.0,2014.0,72%,U.S.A.,3.5,Trinitario,Madagascar
Isidro,Peru,1279.0,2014.0,72%,U.S.A.,2.25,,Peru
Isidro,Belize,1279.0,2014.0,72%,U.S.A.,3.25,Trinitario,Belize
Isidro,Dominican Republic,1279.0,2014.0,72%,U.S.A.,3.25,,Dominican Republic
Izard,"Maya Mountain, Toledo, Batch 29",1542.0,2015.0,70%,U.S.A.,3.5,Trinitario,Belize
Izard,"Elvesia P., Batch 32",1546.0,2015.0,70%,U.S.A.,2.75,,Dominican Republic
Jacque Torres,Trinatario Treasure,5.0,2006.0,71%,U.S.A.,2.0,Trinitario,Ghana
Jordis,Madagascar,1534.0,2015.0,63%,Czech Republic,2.75,Trinitario,Madagascar
Just Good Chocolate,Belize,1375.0,2014.0,70%,U.S.A.,3.5,Trinitario,Belize
Just Good Chocolate,Madagascar,1375.0,2014.0,70%,U.S.A.,3.5,Trinitario,Madagascar
Just Good Chocolate,Peru,1375.0,2014.0,70%,U.S.A.,4.0,,Peru
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061.0,2013.0,70%,Domincan Republic,3.5,,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",1069.0,2013.0,82%,Domincan Republic,3.0,,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",1069.0,2013.0,55%,Domincan Republic,3.25,,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",1073.0,2013.0,62%,Domincan Republic,3.25,,Dominican Republic
Kakao,Peru,837.0,2012.0,64%,Germany,2.5,,Peru
Kakao,Vanuatu,387.0,2009.0,65%,Germany,3.75,Trinitario,Vanuatu
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241.0,2008.0,70%,Ecuador,3.0,,Ecuador
Kallari (Ecuatoriana),Sisa's Secret/ original micro,241.0,2008.0,70%,Ecuador,3.5,,Ecuador
Kallari (Ecuatoriana),Roberto,245.0,2008.0,75%,Ecuador,2.75,,Ecuador
Kallari (Ecuatoriana),Diego/ original micro,248.0,2008.0,85%,Ecuador,2.5,,Ecuador
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248.0,2008.0,85%,Ecuador,2.75,,Ecuador
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248.0,2008.0,85%,Ecuador,3.0,,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,263.0,2008.0,75%,Ecuador,2.5,,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,269.0,2008.0,85%,Ecuador,3.0,,Ecuador
Kaoka (Cemoi),Noir,404.0,2009.0,70%,France,2.75,,
Kaoka (Cemoi),Ecuador,423.0,2009.0,80%,France,2.75,,Ecuador
Kerchner,"La Red, Project Reserva, Guaconejo",1133.0,2013.0,70%,U.S.A.,3.75,,Dominican Republic
Ki' Xocolatl,Dark,431.0,2009.0,72%,Mexico,2.0,,Mexico
Kiskadee,"La Red, Guanconjeco",1251.0,2014.0,60%,U.S.A.,3.0,Trinitario,Dominican Republic
Kto,San Martin,1422.0,2014.0,72%,U.S.A.,2.5,,Peru
Kto,Ocumare,1422.0,2014.0,72%,U.S.A.,2.75,,Venezuela
Kto,Belize,1422.0,2014.0,72%,U.S.A.,3.0,Trinitario,Belize
Kto,Sambirano Valley,1422.0,2014.0,72%,U.S.A.,3.25,Trinitario,Madagascar
Kto,Belize,1426.0,2014.0,90%,U.S.A.,3.25,Trinitario,Belize
Kto,Elvesia,1426.0,2014.0,72%,U.S.A.,3.25,,Dominican Republic
Kto,ROIG,1426.0,2014.0,72%,U.S.A.,3.25,,Dominican Republic
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840.0,2016.0,70%,U.S.A.,3.25,,Haiti
K'ul,"Maranon, Fortunato No. 4",1852.0,2016.0,70%,U.S.A.,2.75,Forastero (Nacional),Peru
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852.0,2016.0,70%,U.S.A.,3.75,,Ecuador
K'ul,"Bahia, Fazenda Camboa",1852.0,2016.0,70%,U.S.A.,3.75,Forastero,Brazil
Kyya,Uganda,1359.0,2014.0,72.5%,U.S.A.,2.5,Forastero,Uganda
Kyya,Hispaniola,1359.0,2014.0,72.5%,U.S.A.,3.0,,Dominican Republic
Kyya,Ecuador,1363.0,2014.0,72.5%,U.S.A.,2.5,,Ecuador
Kyya,Madagascar,1363.0,2014.0,72.5%,U.S.A.,3.0,Trinitario,Madagascar
L.A. Burdick (Felchlin),Peru,891.0,2012.0,74%,U.S.A.,3.25,,Peru
L.A. Burdick (Felchlin),Brazil,891.0,2012.0,70%,U.S.A.,4.0,,Brazil
L.A. Burdick (Felchlin),Chuao,927.0,2012.0,68%,U.S.A.,3.75,Trinitario,Venezuela
L.A. Burdick (Felchlin),Quito,682.0,2011.0,74%,U.S.A.,3.75,,Ecuador
L.A. Burdick (Felchlin),Grenada,576.0,2010.0,75%,U.S.A.,3.25,Trinitario,Grenada
L.A. Burdick (Felchlin),Dominican Republic,576.0,2010.0,74%,U.S.A.,3.75,,Dominican Republic
L.A. Burdick (Felchlin),Venzuela,597.0,2010.0,71%,U.S.A.,3.0,,Venezuela
L.A. Burdick (Felchlin),Madagascar,431.0,2009.0,64%,U.S.A.,3.5,Trinitario,Madagascar
L.A. Burdick (Felchlin),Bolivian,451.0,2009.0,68%,U.S.A.,3.0,,Bolivia
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892.0,2016.0,70%,Japan,2.25,"Trinitario, Criollo",Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892.0,2016.0,70%,Japan,2.5,"Trinitario, Criollo",Peru
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892.0,2016.0,70%,Japan,3.0,Criollo,Peru
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892.0,2016.0,70%,Japan,3.0,"Trinitario, Criollo",Belize
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121.0,2013.0,74%,France,2.75,,"Africa, Carribean, C. Am."
La Maison du Chocolat (Valrhona),Tobago,1145.0,2013.0,60%,France,3.25,,Tobago
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189.0,2013.0,56%,France,3.25,,Ecuador
La Maison du Chocolat (Valrhona),Loma Sotavento,891.0,2012.0,66%,France,3.5,,Dominican Republic
La Maison du Chocolat (Valrhona),Grenada,741.0,2011.0,68%,France,3.5,Trinitario,Grenada
La Maison du Chocolat (Valrhona),Akosombo,346.0,2009.0,68%,France,3.25,Forastero,Ghana
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346.0,2009.0,69%,France,3.5,Criollo (Porcelana),Venezuela
La Maison du Chocolat (Valrhona),Kuruba,439.0,2009.0,60%,France,3.0,,
La Maison du Chocolat (Valrhona),Orinoco,445.0,2009.0,60%,France,3.75,,
La Maison du Chocolat (Valrhona),"Cuana, 2008",230.0,2008.0,74%,France,3.5,Blend,"Ven., Indonesia, Ecuad."
La Oroquidea,Peruvian Amazon,721.0,2011.0,72%,Peru,2.5,,Peru
La Pepa de Oro,Vinces,713.0,2011.0,60%,Ecuador,3.25,,Ecuador
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590.0,2015.0,75%,France,2.75,Trinitario,Madagascar
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590.0,2015.0,75%,France,2.75,Trinitario,Vietnam
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590.0,2015.0,75%,France,3.0,,Cuba
Laia aka Chat-Noir,"Peru, Batch 51/100",1590.0,2015.0,75%,France,3.25,,Peru
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594.0,2015.0,75%,France,3.0,,Ivory Coast
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638.0,2015.0,75%,France,3.5,Forastero,Sao Tome
Laia aka Chat-Noir,"Bahia, Batch 148",1642.0,2015.0,75%,France,3.25,,Brazil
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642.0,2015.0,75%,France,3.75,Trinitario,Vietnam
Laia aka Chat-Noir,Cuba,1434.0,2014.0,70%,France,2.75,,Cuba
Laia aka Chat-Noir,Trinidad-Tobago,1438.0,2014.0,68%,France,2.75,,Trinidad-Tobago
Lajedo do Ouro,Catongo,927.0,2012.0,70%,Brazil,3.5,Forastero (Catongo),Brazil
Lake Champlain (Callebaut),Tanzania,327.0,2009.0,75%,U.S.A.,2.5,,Tanzania
L'Amourette,Rugoso,1784.0,2016.0,80%,U.S.A.,3.5,Trinitario,Nicaragua
L'Amourette,Carenero Superior,833.0,2012.0,75%,U.S.A.,3.0,Trinitario,Venezuela
L'Amourette,Rio Caribe,833.0,2012.0,75%,U.S.A.,3.0,Trinitario,Venezuela
L'Amourette,Blend,853.0,2012.0,72%,U.S.A.,3.0,Criollo,"Peru, Ecuador, Venezuela"
Letterpress,"La Masica, Batch 7, FHIA",1952.0,2017.0,70%,U.S.A.,3.5,,Honduras
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952.0,2017.0,70%,U.S.A.,3.25,,Belize
Letterpress,Liberia,1728.0,2016.0,70%,U.S.A.,3.25,,Liberia
Letterpress,Beniamo,1562.0,2015.0,70%,U.S.A.,3.25,,Bolivia
Letterpress,"San Juan Estate, Gran Couva",1562.0,2015.0,70%,U.S.A.,3.5,Trinitario,Trinidad
Letterpress,San Andres,1566.0,2015.0,70%,U.S.A.,3.0,,Costa Rica
Letterpress,"La Red, Guaconejo",1566.0,2015.0,70%,U.S.A.,3.25,,Domincan Republic
Letterpress,Kokoa Kamili,1566.0,2015.0,70%,U.S.A.,3.5,,Tanzania
Letterpress,Maranura,1371.0,2014.0,70%,U.S.A.,3.5,Forastero (Nacional),Peru
Levy,Sambirano,1231.0,2014.0,71%,Finland,3.5,Criollo,Madagascar
Lilla,Madagascar,1856.0,2016.0,70%,Finland,3.0,Trinitario,Madagascar
Lillie Belle,Perfect Illusion,855.0,2012.0,65%,U.S.A.,3.5,Criollo,Peru
Lillie Belle,"Bolivia, Wild Thing",903.0,2012.0,68%,U.S.A.,3.5,Criollo,Bolivia
Lillie Belle,La Selva,903.0,2012.0,68%,U.S.A.,3.75,,Peru
Lillie Belle,Purple Haze,947.0,2012.0,75%,U.S.A.,2.75,,"Venezuela, Dom. Rep."
Lillie Belle,"The Other One, Grand Cru",947.0,2012.0,74%,U.S.A.,3.0,,Dominican Republic
Lillie Belle,Wild Thing,947.0,2012.0,68%,U.S.A.,3.5,Criollo,Bolivia
Lindt & Sprungli,Excellence (US Version),157.0,2007.0,85%,Switzerland,3.0,,
Loiza,Puerto Rico,1049.0,2013.0,65%,Puerto Rico,2.5,,Puerto Rico
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383.0,2014.0,70%,U.S.A.,3.75,,Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",1395.0,2014.0,65%,U.S.A.,3.25,,Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",1395.0,2014.0,75%,U.S.A.,3.75,,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093.0,2013.0,71%,U.S.A.,3.0,,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097.0,2013.0,72%,U.S.A.,3.0,,Hawaii
Lonohana,"Hawaiian Crown, Kona Vanilla",1097.0,2013.0,70%,U.S.A.,3.5,,Hawaii
Love Bar,Nicaragua,1502.0,2015.0,75%,U.S.A.,2.0,,Nicaragua
Luker,Selva,552.0,2010.0,46%,Colombia,2.75,,"Colombia, Ecuador"
Luker,Macondo,552.0,2010.0,60%,Colombia,3.0,,"Colombia, Ecuador"
Luker,Misterio,552.0,2010.0,58%,Colombia,3.0,,"Colombia, Ecuador"
Luker,Santander,552.0,2010.0,65%,Colombia,3.5,,Colombia
Machu Picchu Trading Co.,Peru,721.0,2011.0,70%,Peru,1.5,,Peru
Machu Picchu Trading Co.,Peru,552.0,2010.0,55%,Peru,2.25,,Peru
Madecasse (Cinagra),Madagascar,284.0,2008.0,67%,Madagascar,3.5,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,284.0,2008.0,70%,Madagascar,3.75,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,284.0,2008.0,63%,Madagascar,4.0,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,288.0,2008.0,75%,Madagascar,3.5,Trinitario,Madagascar
Madre,Guadalcanal,1940.0,2017.0,73%,U.S.A.,3.5,,Solomon Islands
Madre,Puerto Rico,1085.0,2013.0,70%,U.S.A.,2.75,,Puerto Rico
Madre,Brazil,1085.0,2013.0,70%,U.S.A.,3.5,,Brazil
Madre,"Choobua, Kona",1089.0,2013.0,70%,U.S.A.,2.75,,Hawaii
Madre,"Xocunusco, Chiapas, Pichucalco",1089.0,2013.0,70%,U.S.A.,2.75,,Mexico
Madre,"Hamakua Coast, Kokoleka",991.0,2012.0,70%,U.S.A.,3.25,,Hawaii
Madre,"Criollo, Hawaii",995.0,2012.0,70%,U.S.A.,3.25,Criollo,Hawaii
Madre,Kaua'i,995.0,2012.0,70%,U.S.A.,3.5,,Hawaii
Madre,Dominican,672.0,2011.0,70%,U.S.A.,2.5,,Dominican Republic
Madre,Upala,693.0,2011.0,70%,U.S.A.,2.75,,Costa Rica
Madre,"Chiapas, Triple Cacao",607.0,2010.0,72%,U.S.A.,2.75,,Mexico
Maglio,Africa,300.0,2008.0,75%,Italy,2.0,,Tanzania
Maglio,Ecuador,308.0,2008.0,70%,Italy,3.0,Forastero (Nacional),Ecuador
Maglio,Cuba,308.0,2008.0,70%,Italy,3.25,Criollo,Cuba
Maglio,Santo Domingo,308.0,2008.0,70%,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic
Majani,Ecuador,531.0,2010.0,70%,Italy,2.0,,Ecuador
Malagasy (Chocolaterie Robert),Sambirano 2006,184.0,2007.0,75%,Madagascar,2.75,Trinitario,Madagascar
Malagasy (Chocolaterie Robert),Mora Mora 2006,184.0,2007.0,73%,Madagascar,3.5,Trinitario,Madagascar
Malagos,"Davao, Mt. Talamo foothills",1121.0,2013.0,65%,Philippines,3.5,Trinitario,Philippines
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502.0,2010.0,55%,U.S.A.,3.5,,Hawaii
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311.0,2009.0,55%,U.S.A.,2.75,Blend,Hawaii
Malmo,Chuao,1856.0,2016.0,70%,Sweden,3.0,,Venezuela
Mana,Ecuador,1446.0,2015.0,74%,U.S.A.,2.5,,Ecuador
Mana,Peru,1219.0,2014.0,74%,U.S.A.,2.5,,Peru
Mana,Venezuela,1219.0,2014.0,74%,U.S.A.,2.75,,Venezuela
Mana,Conacado,821.0,2012.0,74%,U.S.A.,3.75,,Dominican Republic
Manifesto Cacao,Colombia,1331.0,2014.0,70%,Colombia,2.75,,Colombia
Manoa,Markham Valley,1522.0,2015.0,72%,U.S.A.,3.5,,Papua New Guinea
Manoa,Coto Brus,1522.0,2015.0,72%,U.S.A.,3.75,,Costa Rica
Manoa,"Waiahole, O'ahu",1089.0,2013.0,72%,U.S.A.,3.75,,Hawaii
Manoa,"Liberia, #174",1003.0,2012.0,72%,U.S.A.,3.25,,Liberia
Manoa,"Hamakua, Hawaiian Crown, #176",1007.0,2012.0,72%,U.S.A.,2.75,,Hawaii
Manoa,Piura,1007.0,2012.0,72%,U.S.A.,3.0,,Peru
Manoa,"Oahu, Winward, #151, Maunawili district",1007.0,2012.0,72%,U.S.A.,3.25,,Hawaii
Manufaktura Czekolady,Johe,1844.0,2016.0,70%,Poland,3.75,,Nicaragua
Manufaktura Czekolady,Peru,1848.0,2016.0,70%,Poland,3.5,,Peru
Manufaktura Czekolady,Porcelana,1255.0,2014.0,70%,Poland,3.75,Criollo,Venezuela
Manufaktura Czekolady,Kolumbia,1279.0,2014.0,85%,Poland,3.5,,Colombia
Manufaktura Czekolady,Grand Cru Dominican Republic,871.0,2012.0,70%,Poland,3.25,,Dominican Republic
Manufaktura Czekolady,Grand Cru Ghana,871.0,2012.0,70%,Poland,3.5,Forastero,Ghana
Manufaktura Czekolady,Grand Cru Ecuador,875.0,2012.0,70%,Poland,3.25,,Ecuador
Map Chocolate,"Ben Tre, Surprise Valley",1896.0,2016.0,75%,U.S.A.,3.25,Trinitario,Vietnam
Map Chocolate,"ROIG, 2014",1474.0,2015.0,70%,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
Map Chocolate,"Maranon, 2014",1474.0,2015.0,62%,U.S.A.,3.5,Forastero (Nacional),Peru
Map Chocolate,Ecuador,1478.0,2015.0,70%,U.S.A.,3.5,Trinitario,Ecuador
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606.0,2015.0,70%,U.S.A.,2.75,Trinitario,Trinidad
Map Chocolate,"A case of the Xerces Blues, triple roast",1606.0,2015.0,70%,U.S.A.,3.5,,Nicaragua
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606.0,2015.0,68%,U.S.A.,3.5,Criollo,Peru
Map Chocolate,Colombia,1610.0,2015.0,75%,U.S.A.,2.75,,Colombia
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610.0,2015.0,72%,U.S.A.,3.0,,Tanzania
Map Chocolate,Le Chocolat Chaud,1634.0,2015.0,78%,U.S.A.,3.5,,Honduras
Marana,Piura,1872.0,2016.0,70%,Peru,3.0,,Peru
Marana,Cusco,1884.0,2016.0,70%,Peru,2.75,,Peru
Marana,San Martin,1884.0,2016.0,70%,Peru,3.0,,Peru
Marigold's Finest,Cacao Nib Crunch,1808.0,2016.0,75%,Canada,3.25,,
Marou,"Tan Phu Dong Island, Heart of Darkness",1650.0,2015.0,85%,Vietnam,3.25,Trinitario,Vietnam
Marou,Ben Tre,1650.0,2015.0,68%,Vietnam,3.5,Trinitario,Vietnam
Marou,"Dak Lak, Batch 2451",1650.0,2015.0,70%,Vietnam,3.75,Trinitario,Vietnam
Marou,"Tan Phu Dong, Treasure Island",1149.0,2013.0,75%,Vietnam,3.5,Trinitario,Vietnam
Marou,Ba Ria,845.0,2012.0,76%,Vietnam,3.5,Trinitario,Vietnam
Marou,Dong Nai,845.0,2012.0,72%,Vietnam,3.5,Trinitario,Vietnam
Marou,"Tien Giang, Gao Co-op",845.0,2012.0,70%,Vietnam,3.5,Trinitario,Vietnam
Marou,Ben Tre,849.0,2012.0,78%,Vietnam,3.5,Trinitario,Vietnam
Marou,Tien Giang,895.0,2012.0,80%,Vietnam,3.0,Trinitario,Vietnam
Marou,Lam Dong,955.0,2012.0,74%,Vietnam,3.5,Trinitario,Vietnam
Mars,"Matina 1-6, prototype",537.0,2010.0,65%,U.S.A.,3.0,,Costa Rica
Mars,Ivory Coast,544.0,2010.0,65%,U.S.A.,3.0,,Ivory Coast
Mars,Nigeria,544.0,2010.0,65%,U.S.A.,3.25,,Nigeria
Mars,"Ghana, prototype",544.0,2010.0,65%,U.S.A.,3.5,Forastero,Ghana
Marsatta,Dominican Republic,1189.0,2013.0,74%,U.S.A.,2.25,,Dominican Republic
Marsatta,Dominican Republic,1189.0,2013.0,89%,U.S.A.,2.5,,Dominican Republic
Martin Mayer,Alto Beni,1836.0,2016.0,76%,Austria,2.75,,Bolivia
Martin Mayer,Pisa,1836.0,2016.0,82%,Austria,3.0,,Haiti
Martin Mayer,Tumaco,1836.0,2016.0,74%,Austria,3.25,,Colombia
Mast Brothers,Guatemala,1450.0,2015.0,76%,U.S.A.,3.0,,Guatemala
Mast Brothers,Tanzania,1450.0,2015.0,74%,U.S.A.,3.25,,Tanzania
Mast Brothers,French Laundry 20th Anniversary,1359.0,2014.0,75%,U.S.A.,3.75,Blend,"Peru, Belize"
Mast Brothers,Shake Shack,959.0,2012.0,73%,U.S.A.,3.5,Blend,"Peru, Mad., Dom. Rep."
Mast Brothers,Madagascar,999.0,2012.0,72%,U.S.A.,2.5,Trinitario,
Mast Brothers,Chuao,999.0,2012.0,73%,U.S.A.,2.75,Trinitario,Venezuela
Mast Brothers,Brooklyn Blend,672.0,2011.0,72%,U.S.A.,3.5,,
Mast Brothers,"Chuao, Med. Roast",701.0,2011.0,76%,U.S.A.,3.0,Trinitario,Venezuela
Mast Brothers,"Chuao, Dark Roast",709.0,2011.0,70%,U.S.A.,3.0,Trinitario,Venezuela
Mast Brothers,"Chuao, Light Roast",713.0,2011.0,81%,U.S.A.,2.75,Trinitario,Venezuela
Mast Brothers,Moho River,773.0,2011.0,70%,U.S.A.,3.5,Trinitario,Belize
Mast Brothers,Papua New Guinea,777.0,2011.0,71%,U.S.A.,2.75,,Papua New Guinea
Mast Brothers,San Martin,777.0,2011.0,75%,U.S.A.,3.0,,Peru
Mast Brothers,Conacado,777.0,2011.0,73%,U.S.A.,3.25,,Dominican Republic
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777.0,2011.0,74%,U.S.A.,3.75,,Dominican Republic
Mast Brothers,Patanemo,572.0,2010.0,81%,U.S.A.,2.75,Criollo,Venezuela
Mast Brothers,Ocumare de la Costa,572.0,2010.0,75%,U.S.A.,3.0,,Venezuela
Mast Brothers,"Dominican Republic, Coop",572.0,2010.0,70%,U.S.A.,3.25,,Dominican Republic
Matale,"Malekula P., 2013",1177.0,2013.0,72%,Australia,3.5,Trinitario,Vanuatu
Matale,"Somia, 2013",1177.0,2013.0,68%,Australia,4.0,Trinitario,Madagascar
Matale,"Kulili P., 2013",1177.0,2013.0,74%,Australia,4.0,Trinitario,Papua New Guinea
Matale,Blend,1181.0,2013.0,70%,Australia,3.75,Trinitario,"PNG, Vanuatu, Mad"
Maverick,Maya Mountain,1367.0,2014.0,70%,U.S.A.,3.25,Trinitario,Belize
Maverick,Elvesia,1367.0,2014.0,70%,U.S.A.,3.25,,Dominican Republic
Maverick,Tumbes,1430.0,2014.0,82%,U.S.A.,3.25,Criollo,Peru
Maverick,"Morropon, Norandiono Coop, Piura",1430.0,2014.0,63%,U.S.A.,3.5,Criollo,Peru
Mayacama,Hispaniola,1728.0,2016.0,72%,U.S.A.,3.0,,Domincan Republic
Meadowlands,Bolivia,1287.0,2014.0,70%,U.S.A.,2.5,,Bolivia
Meadowlands,Venezuela,1287.0,2014.0,70%,U.S.A.,2.75,,Venezuela
Meadowlands,Belize,1287.0,2014.0,70%,U.S.A.,3.0,Trinitario,Belize
Meadowlands,"Nicaragua, w/ inbs",1291.0,2014.0,70%,U.S.A.,3.0,,Nicaragua
Meadowlands,Dominican Republic,1291.0,2014.0,70%,U.S.A.,3.5,,Dominican Republic
Menakao (aka Cinagra),Madagascar,837.0,2012.0,80%,Madagascar,2.5,Trinitario,Madagascar
Menakao (aka Cinagra),Madagascar,841.0,2012.0,72%,Madagascar,2.5,Trinitario,Madagascar
Mesocacao,El Salvador,1494.0,2015.0,80%,Honduras,2.75,,El Salvador
Mesocacao,El Salvador,1494.0,2015.0,70%,Honduras,3.0,,El Salvador
Mesocacao,Honduras,1347.0,2014.0,80%,Honduras,3.25,,Honduras
Mesocacao,Honduras,1347.0,2014.0,70%,Honduras,3.5,,Honduras
Mesocacao,"La Tronca, Matagalpa",1351.0,2014.0,70%,Honduras,3.25,,Nicaragua
Mesocacao,"La Tronca, Matagalpa",1351.0,2014.0,80%,Honduras,3.5,,Nicaragua
Metiisto,"Fazenda Sempre Firme P., Bahia",1267.0,2014.0,70%,Sweden,3.0,,Brazil
Metiisto,Akesson Estate,1267.0,2014.0,72%,Sweden,3.5,Trinitario,Madagascar
Metropolitan,South America,1688.0,2015.0,70%,Amsterdam,3.5,Trinitario,South America
Michel Cluizel,"Chiapas, Mokaya P.",963.0,2012.0,66%,France,3.75,,Mexico
Michel Cluizel,"Carenero Superior, Concepcion",117.0,2007.0,66%,France,3.5,Trinitario,Venezuela
Michel Cluizel,Vila Gracinda,135.0,2007.0,67%,France,3.5,Forastero,Sao Tome
Michel Cluizel,Carre Amer,24.0,2006.0,60%,France,2.0,,
Michel Cluizel,Carre Grand Noir,24.0,2006.0,85%,France,2.0,,
Michel Cluizel,Tamarina,24.0,2006.0,70%,France,3.0,Forastero,Sao Tome
Michel Cluizel,Los Ancones P.,24.0,2006.0,67%,France,4.0,,Dominican Republic
Michel Cluizel,Mangaro P.,24.0,2006.0,65%,France,4.0,Trinitario,Madagascar
Michel Cluizel,Maralumi P.,24.0,2006.0,64%,France,4.0,,Papua New Guinea
Michel Cluizel,Noir Infini,81.0,2006.0,99%,France,2.0,,
Middlebury,Maya Mountain,1490.0,2015.0,80%,U.S.A.,3.5,Trinitario,Belize
Middlebury,San Juan Estate,1490.0,2015.0,70%,U.S.A.,3.5,Trinitario,Trinidad
